omop_cdm_code,"icd9_code","snomed_ct_code"
442621,"851.75","64413001"
440465,"676.32","86569001"
432831,"122.3","75006000"
4093939,"219","189107007"
438963,"087.1","10301003"
4062568,"646.6","199105002"
81496,"015.04","35984006"
4273771,"695.81","367537006"
442631,"779.2","63814006"
436621,"036.9","23511006"
80626,"015.75","38279006"
433260,"668.11","289256000"
439949,"852.55","86182004"
4151258,"236.9","269495007"
76187,"711.16","39992005"
436007,"E876.4","363013003"
433276,"676.02","200405004"
434191,"851.43","81268009"
433340,"812.53","4750004"
194699,"646.70","15230009"
440161,"659.90","67480003"
436886,"960.7","45747003"
433380,"E865.5","216770006"
439093,"665.83","64229006"
435357,"759.4","41337007"
374853,"013.34","186217006"
436687,"365.43","45623002"
440465,"675.81","86569001"
436962,"327.09","193462001"
438685,"066.9","40610006"
439183,"803.39","81371004"
4025176,"V12.60","196185004"
435734,"018.02","186276006"
434275,"036.3","36102002"
4096198,"266","190631007"
139722,"013.45","416903004"
197722,"878.3","210434003"
201136,"771.4","42052009"
444269,"669.14","84007008"
443836,"948.54","212081002"
321212,"020.0","50797007"
4042836,"V48.2","118934005"
442999,"801.95","207749000"
439024,"375.61","48615000"
439704,"299.11","191693002"
76800,"755.57","69381005"
443724,"059.00","414015000"
440466,"651.53","199326006"
77360,"736.02","29087002"
192678,"634.20","58990004"
321522,"201.48","188562004"
4056565,"904.5","210884002"
76772,"676.63","200448005"
378065,"072.2","31646008"
436885,"E970","219257002"
439597,"E898.0","217574009"
4297166,"79.00","76524001"
82007,"944.41","86351009"
440161,"659.80","67480003"
438327,"E873.2","216958003"
372448,"801.76","419045004"
380395,"362.75","314407005"
442157,"201.55","93516008"
434512,"905.9","3640000"
441921,"637.02","307734007"
4164945,"993.4","41110003"
380818,"V48.6","111270009"
440203,"762.6","81402009"
319967,"904.6","210892006"
433694,"079.59","105635000"
437975,"763.3","73890002"
439920,"738.11","128227001"
258032,"941.19","33824005"
372914,"377.1","76976005"
443198,"972.3","212694004"
436297,"994.4","88164008"
434483,"763.7","63254003"
437985,"778.4","68550008"
436483,"666.30","267272006"
442783,"078.7","73730005"
440327,"065.9","16766000"
4017244,"837","208985007"
254213,"925.1","269224001"
4328822,"V09.51","430946003"
442113,"374.23","9042000"
441364,"674.94","80113008"
4014716,"V89.02","169952004"
4148244,"520.1","266414008"
4025514,"533","196697002"
31601,"464.21","59967003"
438570,"804.10","73143002"
380030,"094.86","19206003"
140666,"205.82","188732008"
73091,"942.41","89843004"
201076,"637.20","373908001"
79909,"716.44","201991000"
442987,"975.1","212757000"
40483536,"525.71","442437005"
441525,"202.31","93186009"
78193,"604.91","197983000"
4199440,"754.3","52781008"
81149,"832.12","208796005"
80484,"712.88","18834007"
252235,"011.72","29731002"
197333,"635.50","27169005"
436597,"944.38","211922006"
433668,"944.04","41755001"
313159,"207.20","188754005"
4102346,"345.7","193017009"
80488,"713.6","53338001"
381007,"369.05","63511007"
72709,"712.99","20075001"
437046,"637.72","69124005"
435868,"635.81","267193004"
194691,"569.43","249643003"
4029467,"V77.7","13837003"
434525,"952.07","70307002"
138553,"744.81","27409004"
24612,"258.02","61808009"
440221,"803.51","4807003"
133779,"383.81","43887004"
374043,"371.5","77797009"
438873,"801.32","111601003"
435038,"712.83","429419004"
434400,"534.71","56579005"
379122,"743.42","13282008"
434824,"951.9","17769000"
438451,"521.15","53963006"
434868,"122.6","21009004"
196490,"669.3","13010001"
134597,"208.11","92811003"
441497,"023.8","75702008"
439128,"765.00","276658003"
4253962,"314","7461003"
373201,"381.51","194268005"
77119,"832.01","3019000"
4111247,"385.1","194330006"
441852,"363.5","74469006"
136056,"206.11","188745007"
434810,"942.15","284220000"
432541,"010.94","63309002"
437041,"660.63","289257009"
4316188,"E910.1","217750008"
374042,"370.59","193783008"
438820,"671.4","56272000"
444251,"647.50","84939004"
192971,"654.94","199512003"
441628,"627","266677000"
435129,"976.7","212778002"
4268276,"743.06","400951005"
4103471,"V85.52","301331008"
440537,"803.30","111611005"
198495,"664.30","399031001"
432796,"968.4","241756003"
193541,"664.60","36399005"
4070674,"744.2","204254001"
76835,"832.0","2651006"
436706,"410.50","58612006"
378157,"378.60","5371001"
377286,"368.43","12184005"
439221,"E949.3","45376003"
432488,"944.06","55343006"
436340,"123.4","359799003"
4285734,"718.8","67374007"
4103734,"369.03","193703005"
4109416,"364.2","193496008"
252235,"011.71","29731002"
77338,"652.90","270498000"
375355,"743.41","204143004"
435859,"532.31","75342000"
373206,"377.16","26360005"
439923,"678.01","206509003"
434102,"637.40","111429005"
380265,"951.0","212145003"
433948,"E922.5","218082000"
442780,"944.44","63420001"
443554,"743.65","420049001"
442352,"302.84","59394009"
4149455,"V21.35","310538001"
435641,"767.8","56110009"
433588,"755.36","42808000"
4062641,"V75.1","171140005"
442771,"974.2","68563002"
195001,"637.50","50554000"
140627,"020.1","43484003"
4064059,"697","201010002"
432323,"377.54","50595002"
197050,"654.44","1639007"
140581,"941.04","81116005"
441158,"804.84","91216000"
4268973,"374.43","36603006"
193525,"633.01","82661006"
4104391,"369.25","193728002"
77372,"755.22","70902004"
437160,"976.8","43124005"
200275,"942.19","20311006"
73558,"716.26","201969007"
440465,"648.54","86569001"
441563,"375.81","417563003"
377680,"767.5","55712002"
4111854,"446","195346008"
434271,"020.9","58750007"
440897,"E814.8","127348004"
73019,"778.7","34831003"
133936,"944.13","69429006"
4096949,"197","188449000"
434785,"804.81","77768006"
373766,"362.22","415297005"
4068980,"743.0","204103009"
260034,"114.4","233615002"
4068748,"747.1","204419005"
256301,"941.05","22233004"
4215568,"V49.3","395080004"
79939,"845.11","72634002"
4120610,"V83.02","234441009"
4113048,"637.7","198777008"
80522,"755.51","7921007"
378078,"115.02","187039009"
434314,"279.52","402356004"
78633,"992.2","87108006"
4064932,"V82.4","171242005"
439093,"665.80","64229006"
440890,"954.0","212239002"
4048266,"E006.2","15530008"
439156,"V29.2","118188004"
443428,"813.45","390986009"
443525,"438.31","427065003"
198076,"099.56","197172005"
434219,"995.66","91941002"
4066843,"701","201045005"
194515,"863.82","210146006"
4103471,"V85.54","301331008"
433451,"312.01","192082001"
4062685,"648.02","199226008"
440465,"654.74","86569001"
22820,"017.8","15284007"
75905,"718.22","267918005"
4201472,"V01.71","314943007"
133794,"523.11","72621003"
432645,"379.04","26664005"
374267,"013.90","10706006"
442261,"652.10","67802002"
434849,"E955.2","287184008"
80188,"718.59","90242006"
434756,"803.20","58020007"
444239,"379.63","128926000"
432747,"813.5","88116004"
437872,"371.33","42312000"
435323,"640.81","81448000"
434714,"662.20","77259008"
4003958,"756.1","205424004"
132420,"749.14","62815003"
137972,"749.13","80446009"
140506,"749.23","204614006"
436129,"376.44","194023005"
135717,"952.03","6342009"
440776,"637.70","371332008"
78706,"223.9","92468007"
372448,"803.06","419045004"
4096812,"194","188351000"
432752,"852.32","29635000"
439507,"E846","216295008"
74717,"676.62","200447000"
4291005,"070","3738000"
440311,"E946.2","292655009"
439221,"E931.1","45376003"
200153,"633.20","9899009"
312462,"806.27","13194006"
72726,"764.1","64177003"
440897,"E820.8","127348004"
380089,"330.2","420146005"
437929,"636.11","198745005"
253607,"804.09","82601009"
258079,"115.95","187061004"
439215,"E834.4","419945001"
442090,"674.42","200351002"
434559,"018.94","47604008"
4143361,"344","267591005"
435323,"640.91","81448000"
432976,"668.80","29847008"
140645,"085.3","38573008"
139200,"927.10","111693009"
375067,"743.12","33229005"
434566,"066.0","407476002"
201366,"656.00","71028008"
196746,"634.50","34270000"
372293,"264.2","35516008"
257775,"011.5","23022004"
256556,"852.44","84792001"
439671,"091.50","186854007"
260936,"011.02","186175002"
4164218,"647.53","274119009"
443510,"E838.0","215801009"
4111406,"423","194962004"
4089507,"130.4","187196002"
380410,"377.33","82108004"
440465,"648.52","86569001"
440607,"E923.9","218099004"
76467,"611.82","8915006"
4079282,"205.2","277589003"
79998,"944.34","211921004"
435376,"804.30","207881000"
443105,"861.02","210056008"
80471,"676.80","35046003"
442586,"098.84","61048000"
79897,"675.22","200382003"
434029,"364.1","398155003"
80165,"653.50","31805001"
439983,"E821.8","302974001"
434629,"312.33","600009"
134803,"941.33","211718006"
4055709,"911","211036004"
4141623,"519","266373008"
4104581,"378.35","194112008"
442024,"992.6","12979003"
4276272,"V62.21","365549006"
432236,"017.21","77038006"
195981,"996.96","32600006"
438552,"755.33","52837007"
435720,"995.22","405656000"
435672,"804.85","111671004"
80165,"653.70","31805001"
4110645,"377","194072003"
4149547,"805","269061001"
434259,"E905.0","217650001"
437183,"962","70539005"
193070,"911.3","111705004"
198620,"926.8","32734003"
442581,"904.40","76276001"
78231,"718.39","9337000"
4104401,"371.2","193812004"
4171115,"V21.32","276610007"
374945,"371.04","30337003"
195196,"201.26","93548007"
376694,"371.12","55031000"
4089654,"149","187713000"
4053590,"835","125621009"
441108,"746.82","55510008"
80918,"945.41","17610001"
442168,"202.17","94714002"
441439,"851.51","25185004"
200784,"656.70","111447004"
375109,"872.12","13159004"
72817,"016.30","111830007"
4114131,"635.5","198697007"
436529,"772.9","85539001"
314099,"659.70","312668007"
436209,"823.41","75591007"
75898,"718.19","202155009"
439128,"765.02","276658003"
378573,"801.10","91589002"
433260,"653.91","289256000"
440314,"E985.1","219336007"
380411,"378.13","111529008"
76870,"944.37","6280008"
31120,"750.8","34588007"
435938,"800.79","71266000"
442561,"378.18","76923000"
432371,"639.4","35208003"
133510,"523.32","75891001"
4056429,"893","210735001"
435662,"803.40","111613008"
437161,"951.6","90630009"
438270,"806.07","31235003"
441226,"066.3","240495006"
441775,"013.01","58437007"
439933,"801.52","55798004"
4093495,"130.5","187197006"
439706,"299.81","191687005"
435837,"386.43","25035006"
442504,"E804.8","213911003"
432485,"873.32","60716000"
4116344,"642.64","303063000"
201798,"131.03","71590000"
72817,"016.31","111830007"
72817,"016.32","111830007"
193955,"016.04","44323002"
374355,"371.48","89182000"
440519,"765.17","206169007"
437179,"940.5","66526003"
79109,"716.38","77888002"
432977,"669.03","200101003"
440059,"206.22","58184002"
434332,"295.25","111483008"
437397,"802.31","207767007"
137909,"524.70","34282009"
4004137,"749.0","204605001"
375536,"333.84","52008007"
444280,"091.61","69595007"
80484,"712.80","18834007"
4013319,"807.1","208109000"
440085,"301.2","52954000"
377844,"346.03","230467008"
4143373,"379.4","267663009"
438938,"E897","288297000"
433398,"E965.9","274954001"
375732,"013.23","416265003"
372929,"381.52","194269002"
4101844,"V33.2","28030000"
437214,"115.09","76255006"
444364,"912.6","87843005"
433417,"098","15628003"
4052224,"907","210947003"
436742,"634.32","198659007"
78831,"711.17","128138008"
433822,"649.61","90821003"
4103569,"309.2","192050004"
76498,"711.49","111212009"
193827,"660.90","199746004"
73553,"716.82","399269003"
76498,"711.48","111212009"
141771,"E988.5","219360006"
199089,"665.30","199972004"
137193,"695","247441003"
434559,"018.95","47604008"
27314,"526.62","366242006"
432951,"534.31","10389003"
441684,"760.61","56192002"
440465,"658.91","86569001"
442939,"E824.2","214939009"
137099,"775.3","13795004"
437221,"099.51","240589008"
199925,"777.6","65390006"
201957,"777.5","2707005"
434474,"775.7","9635004"
439128,"765.07","276658003"
436632,"090.2","4359001"
440519,"765.14","206169007"
373784,"381.04","59275002"
437946,"663.43","199890004"
73534,"653.40","25749005"
197051,"660.10","199757009"
4184252,"V48.3","298378000"
197780,"004.2","186105003"
444245,"653.60","111439004"
74717,"676.64","200447000"
375270,"378.17","57805002"
433337,"839.04","20132009"
441277,"315.32","25766007"
381850,"360.51","49089006"
433812,"647.32","199178004"
257586,"524.24","67289000"
436313,"995.55","102458000"
72984,"711.31","201497009"
4108087,"398","194751007"
27017,"525.60","109728009"
374753,"800.19","22383006"
378573,"801.19","91589002"
432619,"363.43","86103006"
439221,"E931.2","45376003"
443108,"E824.8","242127007"
195223,"277.81","21764004"
81685,"767.2","206209004"
260936,"011.04","186175002"
442321,"904.54","58361001"
198345,"095.2","34964002"
432574,"200.71","109969005"
4276723,"V85.51","365932005"
201957,"777.50","2707005"
257086,"749.04","47686007"
81653,"711.32","201498004"
436234,"775.5","12901004"
438261,"774.39","17466008"
436517,"760.72","78302009"
4010366,"812.5","208287006"
437098,"768.3","7996008"
80204,"764.94","22033007"
434156,"776.5","63565007"
439140,"776.4","32984002"
440519,"765.16","206169007"
433873,"775.4","77604004"
23034,"775.6","52767006"
432452,"776.6","47100003"
373870,"771.6","206345004"
193591,"777.1","206523001"
4070424,"763.6","206134005"
4070415,"762.7","206102001"
434759,"768.6","77362009"
440519,"765.15","206169007"
439128,"765.01","276658003"
444133,"755.38","1256005"
77115,"808.53","86731008"
197049,"654.14","267222009"
76838,"814.13","7913001"
437427,"900.02","6715005"
4061337,"666.0","200018001"
78275,"836.61","63456003"
436489,"669.40","78408007"
193955,"016.05","44323002"
439149,"776.7","55444004"
258554,"770.4","42908004"
439128,"765.05","276658003"
193323,"775.1","49817004"
74469,"764.09","189445003"
4070410,"762.0","206065004"
434758,"766.0","38206000"
432443,"776.2","34417008"
4146846,"764.9","268815007"
439128,"765.04","276658003"
197232,"202.35","93187000"
193259,"638.2","7822001"
440162,"654.83","267249009"
433260,"674.01","289256000"
4147971,"301","268636006"
321815,"202.38","93188005"
198216,"654.31","199468005"
438485,"649.20","19585003"
193535,"656.01","199577000"
201954,"752.81","312005008"
78770,"386.34","3344003"
378136,"323.7","192730008"
437434,"988.1","86505009"
439924,"775.89","22561006"
443202,"868.02","262812003"
435648,"752.52","21779006"
4060259,"V28.2","169653006"
441571,"376.6","75199002"
140018,"013.56","417484006"
253954,"012.83","154283005"
435390,"852.04","88747000"
432975,"664.84","267268007"
440465,"665.74","86569001"
442088,"652.53","199373000"
432539,"E980.8","418685002"
433958,"074.22","88129004"
375716,"951.3","1852004"
80204,"764.99","22033007"
376552,"851.95","269144002"
257375,"770.3","414822009"
74469,"764.02","189445003"
198911,"942.39","74842002"
134851,"012.13","78436002"
381592,"381.29","78868004"
134851,"012.16","78436002"
436283,"944.35","89661005"
437794,"090.5","82323002"
4345354,"008.02","240352006"
434843,"E871.1","216899008"
443539,"E825.8","407153006"
437990,"801.41","207727006"
437590,"522.1","42711005"
437685,"804.51","20714001"
436315,"E934.9","293304001"
133468,"V49.1","128605003"
437041,"669.43","289257009"
433049,"851.44","33117006"
435188,"121.8","26089000"
193998,"235","189361002"
433960,"084.1","27052006"
435159,"E866.1","216782002"
374647,"370.32","51264003"
377559,"372.13","318316003"
4152053,"304.4","268642005"
439984,"E831.3","43682008"
4063924,"686","200717003"
78831,"711.57","128138008"
372448,"803.66","419045004"
381008,"369.65","14781008"
434951,"375.43","42758002"
442035,"961.1","212516009"
435148,"E955.0","287193009"
80204,"764.96","22033007"
437976,"763.5","82719008"
439128,"765.06","276658003"
437041,"673.83","289257009"
4089994,"092.0","186868000"
193831,"660.03","199750006"
4103416,"304","191878004"
435729,"E866.3","216792005"
4092289,"V39.1","281050002"
432541,"010.0","63309002"
320025,"093.81","3589003"
442275,"368.53","51886007"
137212,"093.89","83883001"
441268,"277.86","238059005"
437041,"663.13","289257009"
80204,"764.98","22033007"
440059,"208.02","58184002"
74469,"764.06","189445003"
440218,"773.2","387705004"
433260,"668.91","289256000"
436818,"801.90","111607004"
443230,"874.10","269168005"
443699,"026.0","19044004"
439128,"765.08","276658003"
74440,"676.61","200446009"
436218,"760.73","111460005"
80204,"764.92","22033007"
137436,"941.15","58340008"
438889,"839.10","209054005"
4146882,"830","269104009"
4111114,"381","194237006"
77112,"811.10","47864008"
374139,"743.21","413728006"
440465,"669.11","86569001"
372448,"800.46","419045004"
441971,"803.60","90898001"
4055765,"526.8","196468009"
196029,"070.49","40946000"
4108905,"753","253859003"
442276,"836.53","51879004"
80204,"764.95","22033007"
435447,"978.6","27221003"
72726,"764.18","64177003"
313430,"206.21","188746008"
74469,"764.04","189445003"
376552,"851.96","269144002"
258335,"011.46","90117007"
258675,"010.12","186172004"
4146026,"201.5","307635002"
373211,"378.06","111528000"
4331828,"V09.6","431380001"
437797,"120.1","750009"
80626,"015.70","38279006"
77630,"711.51","118944007"
435980,"973.5","44961008"
437933,"634.21","198646004"
192818,"016.54","240379005"
200247,"863.59","210128000"
72986,"711.56","128137003"
433961,"081.0","25668000"
441412,"778.5","78913002"
438680,"032.3","50215002"
198260,"772.5","44671008"
4209859,"510","312682007"
80854,"814.07","90114000"
377871,"369.69","6131008"
195319,"637.3","10123006"
441464,"E844.8","216186007"
132775,"952.11","40795009"
443532,"E902.8","406445001"
75668,"846.8","111653006"
374270,"017.30","49107007"
439215,"E844.5","419945001"
433876,"800.61","2840008"
74469,"764.03","189445003"
437105,"800.41","207689001"
4092289,"V34.00","281050002"
434811,"945.46","71364004"
439706,"299.91","191687005"
440697,"312.12","268661009"
436066,"255.11","1074009"
435925,"765.13","268817004"
444113,"674.52","106008001"
432916,"377.52","64246009"
440332,"062.2","416925005"
4038846,"202.5","118614007"
442701,"E800.0","213780004"
372243,"090.40","266126006"
4150481,"912.3","271153007"
441134,"800.53","207696004"
193627,"902.11","64638002"
437292,"377.23","17541006"
374753,"800.14","22383006"
435166,"E968.6","242869008"
79917,"735","42251007"
193955,"016.06","44323002"
439017,"363.04","56787009"
24884,"227.5","92044005"
195403,"941.40","6772000"
433951,"E853.9","111766000"
193355,"864.09","39400004"
376105,"345.61","28055006"
201817,"221.9","92103006"
442552,"032.81","7773002"
378547,"743.56","49381001"
80204,"764.93","22033007"
433392,"E876.0","217005002"
141050,"521","46557008"
4014296,"V31.00","169828005"
374955,"378.82","4275001"
433602,"801.40","111603000"
195201,"200.17","188506004"
442478,"E825.3","215052007"
374267,"013.95","10706006"
440937,"013.10","35786001"
260315,"011.21","186177005"
444260,"016.66","84194006"
4097574,"200.8","188694002"
439215,"E835.9","419945001"
4053470,"368.0","12541004"
197148,"902.82","31110000"
198599,"902.81","18296004"
193354,"863.92","210156005"
439182,"852.03","111673001"
436820,"773.5","68361004"
443943,"053","4740000"
4183886,"654.7","43651009"
4116595,"716.4","201987005"
4111258,"386.55","194376005"
374270,"017.34","49107007"
375733,"013.64","186220003"
4089758,"164","187881004"
437681,"773.4","359007"
438570,"804.11","73143002"
4002828,"730.0","203180000"
438004,"814.18","34656006"
4006113,"755","205118002"
443895,"362.71","15059000"
4109701,"372.5","193885005"
4115837,"718.3","202201003"
443799,"851.76","3119002"
381866,"374.56","1112003"
432969,"651.81","16356006"
433943,"E871.6","216919008"
439235,"E958.7","276853009"
378423,"361.19","193329008"
321526,"206.80","188744006"
195460,"002.1","76623002"
195403,"949.5","6772000"
444093,"629.20","118223001"
200483,"711.45","118943001"
437471,"952.06","39881005"
193897,"863.94","25420003"
4192676,"V33.01","394699000"
4280828,"V02.3","66598005"
4145021,"736.8","268037001"
376331,"055.2","13420004"
4092289,"V34.01","281050002"
433037,"800.81","111597003"
201506,"091.69","58227000"
444030,"961.5","49450009"
436540,"805.12","269072006"
440244,"852.16","75507000"
372915,"377.12","24003004"
73888,"825.32","73015009"
194307,"209.26","276816003"
443756,"942.50","23252003"
443539,"E819.4","407153006"
441812,"202.32","93184007"
138886,"839.49","12462000"
381552,"360.50","3426005"
437622,"659.00","90188009"
440902,"E835.8","20062001"
196856,"926.19","4975008"
440925,"E958.2","44301001"
139830,"388.44","2724004"
372448,"800.86","419045004"
4310682,"873.39","85573006"
440925,"E958.3","44301001"
141404,"757.2","83145004"
374922,"339.85","230481005"
435938,"800.76","71266000"
442616,"851.56","66393002"
255175,"011.1","80602006"
4058679,"660.2","19729005"
80542,"811.13","87894003"
439215,"E835.3","419945001"
81988,"848.49","54942004"
435972,"901.41","88837005"
437430,"942.35","211792006"
435808,"363.42","193463006"
437831,"296.16","191597008"
134563,"050.0","47452006"
81358,"652.30","11914001"
195771,"249.70","8801005"
4013171,"806.16","208020002"
80204,"764.97","22033007"
438823,"676.04","200407007"
433604,"776.3","32605001"
4058089,"643.0","199024002"
440897,"E822.8","127348004"
197490,"070.53","235867002"
4192940,"V77.3","314081000"
4092234,"171","187985009"
433398,"E965.8","274954001"
435376,"804.82","207881000"
257412,"874.12","82988003"
436600,"E919.7","274910007"
440283,"985.5","45671002"
435119,"E999.1","14817008"
75687,"912.7","211229006"
441443,"901.2","38261007"
437103,"794.14","129677004"
134851,"012.14","78436002"
441210,"060.9","16541001"
192698,"661.40","34981006"
439139,"771.89","206331005"
4291805,"655.0","37382001"
434557,"017.92","56717001"
4337834,"242.4","87232008"
434559,"018.92","47604008"
72726,"764.19","64177003"
258182,"524.36","49827005"
4247371,"V48.4","406122000"
438541,"762.8","75592000"
72726,"764.17","64177003"
377487,"055.0","111872008"
4330220,"V16.40","430954001"
434334,"307.48","268654005"
443700,"642.60","15938005"
441105,"730.38","203245006"
4097104,"207","188761009"
381416,"801.15","47462004"
441830,"276","76314005"
435925,"765.11","268817004"
442162,"201.45","93498005"
140664,"202.28","188637007"
381549,"346.02","4473006"
72985,"711.77","201552002"
4013307,"806.5","208061002"
81400,"775.2","82178003"
377575,"388.3","60862001"
137695,"806.22","14493003"
443199,"985.4","212845001"
4014798,"839.21","209075002"
443104,"E823.6","242149001"
440625,"E965.2","219204003"
197203,"007.3","67915005"
381584,"384.81","38645004"
433104,"987.3","24310001"
436300,"E860.2","216640006"
442544,"063.1","59350003"
140886,"943.26","81152009"
440359,"259.5","12313004"
440359,"259.50","12313004"
373492,"378.08","8553008"
74445,"712.91","34427002"
193953,"002.2","71085009"
74422,"653.30","69217004"
439327,"635.62","198724003"
437388,"804.71","61642003"
196751,"641.1","198903000"
200252,"863.93","210157001"
79890,"653.90","237256006"
444260,"016.60","84194006"
375733,"013.60","186220003"
133610,"811.12","208232005"
443435,"661.0","387699008"
433602,"801.49","111603000"
200349,"200.43","93191005"
74434,"675.80","19773009"
197320,"584","14669001"
436910,"072.79","74717002"
443967,"E820.2","214690007"
439683,"115.94","187041005"
435869,"636.92","49632008"
441142,"805.17","269077000"
78650,"996.94","82427000"
77338,"652","270498000"
137205,"017.05","66986005"
4001975,"730.9","203314009"
442009,"989.1","45519004"
256018,"012.85","186195008"
442120,"999.81","95384003"
4274334,"652.3","63750008"
72745,"832.10","11920000"
4066352,"674.9","200467009"
435026,"673.84","200284000"
444425,"967.5","91447008"
76191,"730.82","128131002"
4011615,"V26.35","102878001"
4194998,"666.2","44216000"
75896,"711.69","111214005"
440309,"E948.5","219085007"
258755,"377.63","22019007"
4014295,"V30.2","169826009"
80204,"764.91","22033007"
253328,"794.13","102968003"
4085075,"V87.09","281694009"
435008,"635.32","198721006"
320337,"201.18","188541000"
443539,"E823.7","407153006"
433243,"524.39","81256000"
436303,"950.1","69820004"
434548,"E871.7","216920002"
438698,"202.71","93195001"
4150780,"225","271478002"
260315,"011.2","186177005"
378753,"372.15","13816006"
4012885,"836","208979000"
443671,"E821.7","214785002"
138996,"232","92749008"
194707,"654.04","267215001"
434096,"636.12","198757001"
443507,"965.5","212599001"
132258,"160.4","93808006"
74434,"675.84","19773009"
439183,"801.59","81371004"
436910,"072.8","74717002"
141777,"017.53","26935004"
4151739,"747.2","268183009"
436489,"679.00","78408007"
4070051,"740","203922009"
443974,"E820.7","214695002"
193155,"209.53","276819005"
439397,"E979.7","371704001"
258335,"011.44","90117007"
4265187,"652.5","62098001"
381966,"800.13","40863000"
439156,"V29.9","118188004"
81496,"015.0","35984006"
4014296,"V31.2","169828005"
373972,"115.92","187058000"
436768,"673.13","200296007"
4109545,"366.3","193601002"
196490,"669.30","13010001"
4064927,"V81.4","171228002"
137731,"945.19","211964006"
439923,"678.03","206509003"
199875,"618.05","354737001"
436233,"783.42","274625009"
4038772,"282.45","16360009"
434689,"637.41","16863000"
197225,"184.3","371980003"
4062653,"V77.5","171190009"
443924,"851.63","47983002"
4109274,"375.5","193996003"
4117862,"394","286947004"
436410,"371.54","231933003"
436782,"718.09","84097002"
443383,"209.11","363411007"
374853,"013.30","186217006"
434975,"495.4","25897000"
4004309,"752.1","204826004"
440921,"958.92","417746004"
442084,"665.03","199958008"
440465,"654.64","86569001"
376552,"851.90","269144002"
441790,"083.1","82214002"
4052804,"V19.6","160469004"
134186,"839.59","88743001"
443017,"647.34","199181009"
438836,"730.76","203291003"
254213,"925","269224001"
435376,"804.35","207881000"
438570,"804.15","73143002"
79091,"652.00","86356004"
434095,"635.41","198709007"
439669,"098.7","186931002"
4065614,"665.9","200006005"
4009613,"821.0","208569009"
133003,"730.91","53453008"
198870,"777.4","82368005"
4050982,"864.0","210171009"
4103471,"V85.53","301331008"
4143372,"379.0","267659002"
201083,"656.90","22753004"
381287,"360.53","56211001"
380395,"362.72","314407005"
372448,"803.76","419045004"
4098606,"275","190877000"
437480,"E922.3","218088001"
4098299,"296.1","191591009"
4059292,"573","197337001"
440327,"065.8","16766000"
444379,"851.39","69875006"
4173496,"V19.0","275118009"
4069804,"743.3","204141002"
433052,"853.11","7819003"
4055205,"569","197264003"
437249,"296.15","191590005"
442008,"952.19","25331007"
380118,"374.85","69973000"
433332,"810.12","71039006"
4108065,"386.56","194377001"
73365,"943.12","33826007"
193626,"868.11","210260000"
443878,"902.25","1367008"
442324,"302.76","41021005"
4064719,"659.3","199712000"
441703,"851.92","28156009"
40484951,"794.12","442770004"
375823,"377.43","95499004"
380844,"800.04","7862002"
380844,"801.04","7862002"
438024,"904.50","210883008"
4093460,"100","186959001"
75456,"016.40","83652003"
253121,"011.14","186194007"
254177,"804.29","24056002"
4092845,"112","187024008"
4102638,"360.8","193314006"
443935,"960.5","4771009"
195195,"200.86","93192003"
4019253,"848.2","209793009"
4090685,"032.8","186348001"
4094412,"201.1","188533000"
435938,"800.70","71266000"
72398,"711.20","62918002"
314107,"668.1","64171002"
4059178,"534","16121001"
4313530,"E919.5","217985003"
381862,"378.5","400942002"
4103740,"369.18","193720009"
4092669,"057","186576005"
77696,"841.3","16282000"
138033,"941.37","70097001"
438428,"371.56","231931001"
4103894,"373.1","193916002"
443859,"978.5","14182008"
434756,"803.25","58020007"
201242,"201.43","93493001"
4061081,"608.8","198070001"
253954,"012.80","154283005"
24076,"533.41","56461008"
81496,"015.02","35984006"
443021,"E806.2","213997003"
72986,"711.46","128137003"
73122,"015.26","17136009"
440597,"E871.4","216911006"
381135,"800.92","32834005"
132321,"373.33","55846006"
260630,"012.81","186204008"
133024,"771.3","43424001"
436235,"V41.5","271801002"
4108953,"362.7","193399000"
138876,"806.24","31882001"
141499,"038","105592009"
443539,"E813.8","407153006"
433773,"376.1","44729001"
442013,"E958.1","125666000"
442886,"E824.6","214932000"
201503,"098.32","60893000"
438348,"090.3","44568006"
437772,"003.21","77645007"
4061073,"606","198018002"
4147507,"361","267608003"
438175,"495.6","86638007"
438301,"E838.3","215414001"
4049961,"873.5","210350007"
438481,"651.51","199325005"
442549,"676.0","74955002"
444093,"629.21","118223001"
436748,"637.61","307746006"
435271,"370.07","22440001"
258684,"114.5","20953001"
4181343,"150","363402007"
374346,"360.31","2251002"
443527,"958.93","427207001"
81988,"848.4","54942004"
4108055,"361.8","193345005"
377844,"346.22","230467008"
444244,"675.0","111459000"
22722,"750.22","70705008"
433467,"327.31","80623000"
441126,"758.33","205627002"
313543,"671.80","267280004"
432585,"649.30","64779008"
438656,"E873.5","216964005"
194098,"654.72","267241007"
4167493,"642.9","48194001"
442311,"073.8","56672005"
444293,"653.10","871005"
4095765,"190","188278001"
199762,"202.25","95261008"
380093,"339.01","230472004"
4108519,"381.8","194277003"
319826,"405","31992008"
432975,"664","267268007"
4113043,"636.8","198740000"
4114134,"636.4","198736009"
378264,"801.66","30371007"
4061584,"673.8","200314008"
4278083,"464.1","66011008"
442422,"660.51","199787003"
434504,"801.65","86488006"
443000,"801.55","207740001"
4014657,"851","209927005"
433898,"846.3","209552004"
438057,"E910.0","217749008"
318096,"196","94392001"
