omop_cdm_code,"icd9_code","snomed_ct_code"
77073,"716.04","201924001"
255454,"011.83","186193001"
4144149,"V61.49","425928002"
192978,"664.04","199916005"
437041,"647.83","289257009"
440787,"648.34","34150001"
432844,"164.2","93671004"
443857,"364.60","29668007"
435740,"037","76902006"
81936,"716.61","220000"
198197,"606.9","2904007"
261774,"011.86","186202007"
380706,"367.21","68905002"
4150319,"721","267969005"
376412,"372.02","41308008"
4056724,"959","212496005"
380415,"380.22","30250000"
201908,"590.01","197761005"
381732,"957.1","57182000"
437942,"669.71","200146002"
440067,"296.02","28884001"
442130,"873.74","80340002"
4171594,"V16.7","275937001"
434881,"202.75","109977009"
439675,"070.21","186624004"
200483,"730.95","118943001"
76192,"716.06","201926004"
76191,"719.92","128131002"
201688,"788.64","5972002"
436134,"379.19","33064008"
25189,"145.8","363505006"
4280828,"V02.8","66598005"
432743,"801.70","46758000"
24977,"527.6","69825009"
438373,"201.40","93501005"
198819,"665.50","111451002"
77338,"652.81","270498000"
200452,"629.89","244938009"
438122,"254.0","361201009"
439245,"296.66","191643001"
442086,"737.21","203635002"
197050,"654.41","1639007"
197938,"661.21","26158002"
444237,"913.9","111713003"
139210,"942.14","9063003"
196792,"736.74","10246004"
377849,"362.82","95689000"
192291,"230.7","92617001"
435887,"671.30","49956009"
441081,"647.13","199165004"
4062557,"644.0","199047001"
135939,"810.01","48561006"
440543,"733.93","31978002"
195513,"233.31","92791005"
432878,"305.70","84758004"
438857,"781.91","71781005"
26286,"941.08","60713008"
434889,"300.15","44376007"
372448,"800.06","419045004"
436289,"989.82","78814009"
140191,"730.96","21120002"
433887,"821.33","79978005"
133158,"203.11","95209008"
440250,"852.09","4332009"
443377,"963.0","291338004"
433752,"312.39","66347000"
440989,"312.34","40987004"
201399,"759.1","60637003"
373432,"225.8","92247009"
439851,"474.01","232420002"
440112,"374.52","41115008"
381296,"371.46","72620002"
194417,"573.4","17890003"
440059,"203.02","58184002"
434146,"745.3","45503006"
441950,"745.0","61959006"
436642,"136.1","310701003"
441215,"041.83","65154009"
201900,"564.81","425671009"
78506,"716.09","201929006"
438409,"314.9","406506008"
439190,"900.03","80820004"
133283,"686.01","74578003"
133547,"686.09","70759006"
255192,"140.6","371981004"
4179925,"V40.0","50829006"
75455,"015.86","367488007"
76191,"711.42","128131002"
440239,"839.02","46931002"
139766,"232.4","189291009"
377886,"382.3","38394007"
74720,"711.27","201491005"
434165,"795.09","309081009"
434674,"525.23","30877004"
439853,"495.2","69339004"
443913,"748.3","14532008"
381302,"381.60","48145001"
76574,"945.34","10416004"
195978,"945.09","80183002"
201083,"656.81","22753004"
441540,"298.2","191678001"
439697,"403.11","194774006"
437041,"656.43","289257009"
314463,"747.20","59877000"
375794,"291.82","41083005"
4193573,"V15.42","313217007"
4117404,"718.11","202156005"
435912,"745.60","15459006"
4104386,"369.08","193708001"
435960,"852.5","65189006"
435026,"673.80","200284000"
80474,"660.41","199783004"
440043,"122.9","74942003"
443801,"493.81","31387002"
137785,"078.12","63440008"
442791,"996.93","74865007"
78241,"754.40","205063003"
4046996,"934","134183007"
377229,"160.1","187833006"
138813,"644","267201003"
436489,"669.44","78408007"
437947,"674.34","32999002"
374043,"371.50","77797009"
40492021,"146.6","448868009"
192560,"202.95","93196000"
439002,"307.50","72366004"
196736,"596.53","398029001"
435219,"295.95","4926007"
433690,"026.9","1685005"
133857,"736.9","17230005"
439705,"299.10","191692007"
376104,"339.20","54012000"
440179,"712.16","201632007"
4163851,"V27.5","45384004"
441171,"942.22","34384008"
75670,"848.5","209547009"
439708,"307.41","194437008"
192952,"551.8","79990007"
381252,"224.8","92097004"
75690,"945.33","85052001"
133685,"003.9","302231008"
442603,"404.03","66610008"
377870,"378.30","128602000"
438126,"305.71","427205009"
381866,"374.50","1112003"
4145947,"764.0","267258002"
432431,"745.19","204296002"
432301,"304.73","191821007"
444362,"E952.8","86849004"
439439,"E986","219343001"
195961,"865.09","20213006"
321533,"288.66","165543009"
4232595,"493.0","404804003"
444410,"232.2","92719006"
434329,"334","91502009"
201110,"752.40","52904006"
440544,"813.0","19259001"
437699,"840.3","24928009"
257094,"748.69","47147007"
437255,"301.84","44966003"
440432,"523.6","6288001"
75354,"732.8","77881008"
443751,"906.0","38532007"
312327,"410.80","57054005"
75126,"904.0","52984008"
138255,"794.30","111970001"
380505,"743.39","268159001"
375404,"871.1","37911007"
377980,"779.1","4952001"
138790,"523.40","5689008"
373463,"339.83","95658004"
40421752,"E950.1","219109002"
380731,"380.1","3135009"
435751,"151.3","93809003"
4051564,"V18.19","160305008"
434234,"E858.4","216616003"
434528,"974.3","21673003"
441198,"973.0","35279005"
4093048,"755.30","249780001"
440993,"306.3","129562004"
439052,"524.59","56405002"
192952,"551.9","79990007"
440207,"746.7","62067003"
4211657,"823.8","413876003"
4150778,"189","271469008"
73559,"718.52","267932007"
255454,"010.13","186193001"
443892,"989.0","16686005"
437915,"538","95518006"
440699,"321.4","192673008"
440199,"744.04","75922002"
200783,"654.23","64756007"
443539,"E813.9","407153006"
136538,"807.5","208122008"
376382,"339.10","398057008"
440992,"305.80","191928000"
4043387,"333.72","230316009"
436957,"288.1","267543009"
193359,"894.1","83437004"
4104558,"373.0","193909003"
441806,"191.7","93726004"
4108374,"443.8","195310004"
440465,"656.61","86569001"
74727,"716.41","201988000"
4309321,"996.8","213154007"
440230,"812.02","208241000"
197645,"727.68","281550008"
132253,"132.3","91566005"
4095918,"246","190302002"
436020,"039.8","11817007"
201350,"641.23","198911005"
442445,"E814.6","214225001"
4062656,"V79.1","171208001"
319921,"746.09","204339005"
444108,"327.24","106168000"
372636,"375.01","2589008"
135476,"150.1","372017008"
4171594,"V16.9","275937001"
4067196,"711.0","201467001"
255084,"770.0","78895009"
133969,"140.9","94135007"
434587,"141.1","93773005"
436643,"146.4","93670003"
197319,"581.0","197589005"
381300,"371.52","373426005"
40482247,"327.20","442164004"
192981,"671.20","47780009"
73553,"716.92","399269003"
135764,"202.18","188627002"
441793,"128.9","27601005"
439857,"480.2","64917006"
437838,"304.32","191838006"
440985,"300.20","386808001"
433458,"304.83","191875001"
434089,"641.90","34842007"
441170,"919.9","49897003"
442936,"E816.1","214414008"
436608,"E890.3","217244002"
440084,"784.61","9236007"
433909,"930.8","55899000"
437220,"141.3","94134006"
439763,"212.2","92446002"
438754,"377.51","7869006"
433822,"646.91","90821003"
433578,"736.75","65362007"
193269,"665.41","199979008"
4089860,"172.0","188030005"
135699,"948.10","14276000"
142032,"945.24","42367004"
198645,"945.30","55473001"
375428,"950.0","48233004"
437761,"E923.0","218100007"
256197,"714.81","398726004"
443402,"E879.7","363019004"
436100,"347.00","60380001"
442641,"744.22","69056000"
318537,"745.8","268174004"
201157,"862.0","50444002"
4038501,"V72.12","118230007"
4046893,"V69.9","134436002"
195223,"277.82","21764004"
4016358,"V02.53","170487002"
435094,"821.30","263234002"
433862,"750.10","60447007"
435875,"648.92","198609003"
437935,"640.93","30850008"
440788,"643.13","199028004"
4149023,"747.83","35604006"
198683,"070.33","111891008"
193641,"953.2","24300005"
440957,"200.85","188487008"
435416,"960.8","419639006"
437760,"E856","216609004"
78854,"756.53","9147009"
376973,"366.30","193600001"
441546,"307.54","37224001"
435604,"647.62","31516002"
433644,"995.65","300913006"
78786,"511","196075003"
433100,"E851","216497003"
132414,"730.14","13325005"
373497,"377.04","87764000"
438948,"E929.4","218251009"
441172,"906.8","21835004"
434844,"E874.8","216971000"
4113102,"V49.77","299646005"
260915,"947.1","212037005"
373348,"872.69","49002004"
435644,"733.94","263251009"
318450,"423.3","35304003"
196307,"953.5","79705001"
257775,"011.53","23022004"
4110497,"474","195807002"
200145,"567.0","197168006"
4015869,"814","208392005"
201956,"747.64","84773003"
198591,"865.01","210182001"
432504,"E891.9","217176002"
260936,"011.01","186175002"
260936,"011.03","186175002"
377270,"362.70","41799005"
434416,"647.30","199175001"
435322,"647.33","199180005"
438205,"647.03","199158007"
196488,"666.10","27214003"
138479,"648.13","199239007"
375776,"228.03","93470007"
440418,"376.81","31021007"
441953,"743.66","54873004"
433886,"814.05","57114005"
442102,"866.01","9298006"
4030415,"V61.6","14080002"
321080,"642.90","198941007"
198492,"664.10","6234006"
4058530,"642.2","198956003"
434928,"365.42","193553001"
444384,"916.5","21494009"
80294,"939.9","68017002"
437402,"805.06","269068007"
375545,"366.44","193570009"
435003,"580.4","197580009"
433173,"279.04","267460002"
440584,"964.6","30442007"
4012258,"279.09","103075007"
442120,"999.82","95384003"
435799,"309.3","84984002"
439183,"804.69","81371004"
26942,"282.69","417425009"
200031,"070.20","26206000"
437839,"307.52","14077003"
4110939,"396","194738002"
195118,"902.51","51536009"
436445,"521.24","47222000"
372324,"381.89","69494008"
77405,"808.1","77598002"
435117,"894.2","85739004"
192376,"656.13","199583002"
434427,"657.01","199646006"
435131,"995.84","95930005"
435812,"363.35","193459004"
4166231,"V84.09","47708004"
196029,"070.6","40946000"
27826,"258.1","111544009"
381252,"224.0","92097004"
79938,"811.09","29749002"
4055101,"562.0","197086006"
133965,"098.19","50970007"
440631,"031.8","88415009"
377280,"371.82","15250008"
442598,"733.12","75857000"
198797,"551.1","67508005"
135194,"200.12","188501009"
4105622,"348","193044004"
432558,"147.8","109367000"
132494,"945.21","28571002"
194109,"666.20","23171006"
440464,"639.8","2989004"
438698,"202.91","93195001"
443877,"912.4","13737005"
437791,"052.8","23737006"
73576,"738.3","203676006"
4131791,"603","26614003"
77335,"655.90","66064007"
80782,"653.51","199422007"
4012570,"V69.2","102947004"
434885,"213.0","271474000"
74127,"718.42","239734000"
137991,"790.94","237542005"
81098,"716.12","201933004"
4150801,"761.6","268799007"
439788,"271.1","190745006"
78880,"805.9","38170003"
433990,"295.21","42868002"
4170747,"792.3","42170009"
81948,"736.32","12067001"
442360,"E828.2","215309001"
376434,"386.42","66306003"
433149,"191.6","93746009"
434318,"297.2","26472000"
436489,"669.41","78408007"
78560,"755.67","253966001"
443539,"E825.9","407153006"
140967,"205.30","94719007"
73318,"755.01","81793007"
437323,"532.41","34021006"
200349,"200.33","93191005"
4002644,"726.1","202838007"
4056620,"597.8","197904009"
438651,"E804.1","213914006"
197050,"654.90","1639007"
197344,"674.10","396544001"
439371,"E815.0","214288001"
440255,"880.02","78555004"
76196,"719.30","50442003"
132862,"232.5","189295000"
138996,"232.8","92749008"
441049,"521.01","80353004"
72757,"880.10","14649006"
137997,"811.11","38404000"
73008,"726.9","23680005"
80178,"711.62","201535001"
258955,"033.8","82670009"
4222138,"373.32","402249007"
432559,"191.4","93928006"
261393,"748.4","87119009"
74729,"727.49","202936005"
201626,"625.2","43548008"
434237,"E919.4","217975004"
4194396,"V78.3","395059005"
434299,"201.64","93505001"
439221,"E939.1","45376003"
194702,"658.10","44223004"
437249,"296.13","191590005"
137666,"744.21","22138001"
73287,"712.97","75468006"
443750,"915.4","23458001"
318174,"459.19","61599003"
4167406,"V80.2","274412005"
432283,"288.62","56478004"
77517,"213.4","188937005"
435792,"292.85","418475009"
443315,"E816.0","214368002"
4113782,"434","286956007"
435734,"018.03","186276006"
25780,"253.3","367460001"
440920,"975.2","10984003"
440996,"304.33","191839003"
442148,"760.75","89873008"
439615,"E885.0","217150002"
442023,"E980.7","269736006"
201681,"762.1","68961008"
380126,"392.0","57803009"
75354,"732","77881008"
81705,"836.69","1544005"
4308715,"998.02","213256002"
435577,"530.83","89057003"
433058,"853.06","18485009"
443629,"789.67","440220007"
198030,"947.9","17543009"
138790,"523.41","5689008"
4100851,"277","190904007"
4101724,"335","192892008"
4108240,"426","195066008"
4146095,"333","267580003"
441896,"529.5","52368004"
80778,"646.64","199107005"
379012,"344.40","41764006"
432729,"780.92","162214009"
4050797,"V16.59","160291009"
436986,"376.50","80093006"
78832,"722.70","44983007"
375820,"385.19","7699004"
439221,"E938.6","45376003"
439918,"730.77","203292005"
442971,"E840.4","215923007"
77635,"730.84","118933004"
76498,"711.41","111212009"
258441,"385.31","38708003"
73373,"943.10","62242007"
437754,"985.8","67181005"
77952,"718.12","267914007"
374009,"293.89","111479008"
132685,"642.53","198985009"
193210,"388.02","194387002"
256215,"748.5","204572006"
192847,"182.1","93844001"
138886,"839.40","12462000"
201436,"867.6","269159008"
372569,"190.7","188274004"
376552,"851.80","269144002"
318174,"459.13","61599003"
439221,"E933.4","45376003"
252946,"500","29422001"
4177115,"186","363449006"
433386,"977.4","212787006"
4148412,"V18.7","266904009"
432451,"794.00","274520005"
443599,"438.52","430947007"
4091905,"202","188606007"
192581,"233.2","92788005"
195591,"599.81","252020002"
435193,"200.02","95226002"
440892,"980.2","212813006"
433260,"648.62","289256000"
441645,"663.01","199869007"
4181487,"187.9","363515000"
439045,"519.2","47597000"
73553,"719.87","399269003"
439932,"800.21","57998008"
4094720,"146.2","187675005"
439693,"410.6","194802003"
443882,"798.9","15355001"
439111,"718.25","88801000"
440703,"350.8","64309007"
4317150,"V17.41","95281009"
436855,"944.26","59684006"
72403,"719.17","267948008"
439994,"E850.3","216471009"
79749,"187.3","93716006"
436956,"287.32","75331009"
255674,"861.22","76890007"
81496,"015.06","35984006"
432237,"051.0","70090004"
444419,"344.01","91327001"
374050,"384.82","72052003"
433599,"794.6","309195009"
439880,"643.23","38331001"
437041,"656.63","289257009"
436833,"815.10","1370007"
4016887,"V01.2","170465006"
440653,"130","187192000"
201461,"996.89","429490004"
200440,"567.81","36746002"
4091473,"180","188186008"
194088,"622.6","198353000"
437643,"719.78","22325002"
140681,"284.0","28975000"
437688,"796.5","199732004"
194519,"878.6","59452007"
195317,"634.01","198644001"
200040,"098.16","65295003"
4058828,"577","197469006"
380055,"191","93727008"
438259,"772.3","82986004"
4146101,"357","267603007"
193631,"869.0","105612003"
443113,"821.32","208587007"
372616,"335.0","64383006"
134851,"012.15","78436002"
432864,"295.43","268617001"
440465,"648.42","86569001"
439092,"663.21","199880007"
197042,"646.41","199093003"
133169,"289.83","52967002"
438277,"839.03","496002"
444283,"914.6","69531000"
438722,"281.8","52565000"
74698,"652.23","6096002"
440166,"654.54","199485007"
136639,"160.5","94067008"
261528,"231.8","92698005"
381860,"372.74","74100001"
201996,"868.10","20784007"
4046804,"438.14","229621000"
432287,"279.05","82286005"
443022,"E806.1","213996007"
134295,"192.3","94069006"
74104,"655.50","106009009"
27918,"530.13","235599003"
4139681,"V15.02","425525006"
74192,"813.12","86357008"
372894,"362.41","312956001"
74399,"524.63","91945006"
73302,"737.8","64217002"
140958,"176.2","109388009"
443273,"E874.2","269698004"
439194,"852.36","45659008"
4079499,"V66.1","183372004"
435138,"956.1","7449006"
434881,"202.70","109977009"
74507,"841.2","66405000"
196377,"223.81","92466006"
436261,"870.3","37795008"
4056629,"601","197971002"
254266,"011.63","80003002"
438223,"692.76","200834004"
376963,"351.1","72839009"
79213,"943.32","87559001"
437041,"656.33","289257009"
73889,"845.03","74383007"
76122,"378.61","35929003"
4179332,"V61.29","52184009"
375278,"380.53","55719006"
375115,"871.6","210290007"
192372,"641.03","198900002"
197311,"456.5","17406005"
133861,"749.10","80281008"
433102,"973.8","43624006"
440465,"671.52","86569001"
73553,"719.89","399269003"
433496,"389.17","425980006"
443754,"695.15","23067006"
194407,"576.4","53206008"
195958,"860.5","73477001"
201161,"864.19","15151004"
4111391,"411","194812005"
72745,"832.19","11920000"
196907,"127.3","3752003"
381301,"381.1","81564005"
443541,"550.01","428722005"
443623,"E937.0","430398007"
4112673,"495.7","195990006"
136779,"711.93","128132009"
438629,"E891.2","242437007"
4064383,"V82.1","171239004"
439221,"E943.9","45376003"
444297,"386.9","87118001"
76396,"358.2","17940001"
4109112,"368.61","193687000"
74781,"820.32","71313000"
437276,"365.41","193552006"
4099960,"309","192068001"
197608,"646.40","17787002"
433446,"277.5","11380006"
434011,"302.3","191780004"
434309,"259.1","123527003"
438855,"758.7","268300003"
440386,"302.50","4296008"
